,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
3374,SE,data scientist,210000,USD,210000,US,remote,US,M
3375,SE,data scientist,140000,USD,140000,US,remote,US,M
3376,SE,data scientist,210000,USD,210000,US,remote,US,M
3377,SE,data scientist,140000,USD,140000,US,remote,US,M
3378,SE,data scientist,210000,USD,210000,US,remote,US,M
3379,SE,data scientist,140000,USD,140000,US,remote,US,M
3380,SE,data analyst,100000,USD,100000,US,remote,US,M
3381,SE,data analyst,69000,USD,69000,US,remote,US,M
3382,SE,data scientist,210000,USD,210000,US,remote,US,M
3383,SE,data scientist,140000,USD,140000,US,remote,US,M
3384,SE,data analyst,150075,USD,150075,US,remote,US,M
3385,SE,data analyst,110925,USD,110925,US,remote,US,M
3386,SE,data engineer,100000,USD,100000,US,remote,US,M
3387,SE,data engineer,25000,USD,25000,US,remote,US,M
3388,SE,data analyst,126500,USD,126500,US,remote,US,M
3389,SE,data analyst,106260,USD,106260,US,remote,US,M
3390,SE,data engineer,220110,USD,220110,US,remote,US,M
3391,SE,data engineer,160080,USD,160080,US,remote,US,M
3392,SE,data analyst,105000,USD,105000,US,remote,US,M
3393,SE,data analyst,100000,USD,100000,US,remote,US,M
3394,SE,data analyst,170000,USD,170000,US,remote,US,M
3395,SE,data analyst,135000,USD,135000,US,remote,US,M
3396,SE,data scientist,230000,USD,230000,US,remote,US,M
3397,SE,data scientist,140000,USD,140000,US,remote,US,M
3398,MI,data analyst,135000,USD,135000,US,remote,US,M
3399,MI,data analyst,50000,USD,50000,US,remote,US,M
3400,SE,data scientist,220000,USD,220000,US,remote,US,M
3401,SE,data scientist,140000,USD,140000,US,remote,US,M
3402,MI,data scientist,140000,GBP,172386,GB,onsite,GB,M
3403,MI,data scientist,70000,GBP,86193,GB,onsite,GB,M
3406,MI,data scientist,200000,USD,200000,US,remote,US,M
3407,MI,data scientist,120000,USD,120000,US,remote,US,M
3410,EX,data engineer,324000,USD,324000,US,remote,US,M
3411,EX,data engineer,216000,USD,216000,US,remote,US,M
3412,SE,data engineer,210000,USD,210000,US,remote,US,M
3413,SE,data engineer,100000,USD,100000,US,remote,US,M
3414,SE,data scientist,185100,USD,185100,US,remote,US,M
3415,SE,data scientist,104890,USD,104890,US,remote,US,M
3416,SE,data engineer,105000,USD,105000,US,remote,US,M
3417,SE,data engineer,80000,USD,80000,US,remote,US,M
3422,MI,business data analyst,1400000,INR,17805,IN,remote,IN,M
3423,MI,data scientist,2400000,INR,30523,IN,remote,IN,L
3426,EN,data scientist,1400000,INR,17805,IN,remote,IN,M
3428,MI,applied data scientist,157000,USD,157000,US,remote,US,L
3429,MI,business data analyst,90000,CAD,69133,CA,hybrid,CA,L
3430,EN,data engineer,65000,USD,65000,US,remote,US,S
3432,MI,data scientist,109000,USD,109000,US,hybrid,US,L
3433,MI,data scientist,88000,CAD,67597,CA,remote,CA,M
3435,MI,data analyst,20000,USD,20000,GR,remote,GR,S
3438,EN,data scientist,66500,CAD,51081,CA,remote,CA,L
3439,MI,data scientist,78000,USD,78000,US,remote,US,M
3440,SE,data engineer,135000,USD,135000,US,remote,US,M
3441,SE,data engineer,115000,USD,115000,US,remote,US,M
3443,EN,data scientist,40000,USD,40000,JP,remote,MY,L
3446,EN,data engineer,48000,EUR,54742,PK,remote,DE,L
3448,EN,data scientist,120000,AUD,83171,AU,hybrid,AU,M
3449,SE,data scientist,165000,USD,165000,US,remote,US,M
3451,SE,data scientist,100000,USD,100000,BR,remote,US,M
3453,MI,data scientist,150000,PLN,33609,PL,remote,PL,L
3454,MI,principal data analyst,75000,USD,75000,CA,remote,CA,S
3455,MI,product data analyst,20000,USD,20000,HN,onsite,HN,S
3458,EN,data engineer,52800,EUR,55475,PK,remote,DE,M
3462,MI,data scientist,135000,USD,135000,US,remote,US,L
3464,SE,data engineer,150000,USD,150000,US,onsite,US,L
3466,MI,data analyst,135000,USD,135000,US,remote,US,L
3467,EN,data scientist,80000,USD,80000,US,remote,US,M
3468,SE,applied data scientist,380000,USD,380000,US,remote,US,L
3469,MI,data scientist,115000,CHF,120402,CH,onsite,CH,L
3470,SE,applied data scientist,177000,USD,177000,US,remote,US,L
3471,MI,data engineer,62000,EUR,65141,FR,remote,FR,M
3472,MI,data scientist,48000,USD,48000,RU,remote,US,S
3474,SE,principal data scientist,220000,USD,220000,US,onsite,US,L
3478,MI,data analyst,90000,USD,90000,US,remote,US,M
3480,EN,data scientist,100000,USD,100000,US,onsite,US,S
3483,SE,principal data scientist,148000,EUR,155499,DE,remote,DE,M
3486,EN,financial data analyst,100000,USD,100000,US,hybrid,US,L
3487,MI,data scientist,82500,USD,82500,US,remote,US,S
3488,EN,data scientist,42000,EUR,49646,FR,hybrid,FR,M
3489,SE,lead data scientist,3000000,INR,40570,IN,hybrid,IN,L
3490,EN,data engineer,120000,USD,120000,US,remote,US,M
3494,MI,data scientist,700000,INR,9466,IN,onsite,IN,S
3497,EN,applied data scientist,80000,GBP,110037,GB,onsite,GB,L
3499,EN,data analyst,50000,USD,50000,US,remote,US,M
3500,SE,principal data engineer,200000,USD,200000,US,remote,US,M
3501,MI,big data engineer,60000,USD,60000,ES,hybrid,RO,M
3502,MI,data engineer,200000,USD,200000,US,remote,US,L
3504,MI,data engineer,100000,USD,100000,US,remote,US,L
3506,MI,data engineer,51999,EUR,59303,DE,remote,DE,S
3508,MI,data engineer,60000,GBP,82528,GB,remote,GB,L
3511,EN,bi data analyst,55000,USD,55000,US,hybrid,US,S
3513,EN,data engineer,80000,USD,80000,US,remote,US,L
3514,EN,big data engineer,70000,USD,70000,US,remote,US,L
3517,SE,data scientist,60000,EUR,68428,GR,remote,US,L
3523,MI,data analyst,41000,EUR,46759,FR,hybrid,FR,L
3524,MI,data engineer,65000,EUR,74130,AT,hybrid,AT,L
3527,EN,data scientist,13400,USD,13400,UA,remote,UA,L
3528,MI,data scientist,95000,CAD,75774,CA,remote,CA,L
3529,MI,data scientist,150000,USD,150000,US,remote,US,M
3531,SE,data engineer,153000,USD,153000,US,remote,US,L
3532,MI,data engineer,90000,USD,90000,US,remote,US,L
3533,EN,data analyst,90000,USD,90000,US,remote,US,S
3534,EN,data analyst,60000,USD,60000,US,remote,US,S
3535,MI,data scientist,50000,USD,50000,NG,remote,NG,L
3539,MI,applied data scientist,68000,CAD,54238,GB,hybrid,CA,L
3542,MI,data engineer,110000,PLN,28476,PL,remote,PL,L
3546,EN,data analyst,50000,EUR,59102,FR,hybrid,FR,M
3547,SE,data analyst,80000,USD,80000,BG,remote,US,S
3548,EN,data analyst,10000,USD,10000,NG,remote,NG,S
3550,MI,data engineer,140000,USD,140000,US,remote,US,L
3552,SE,lead data analyst,170000,USD,170000,US,remote,US,L
3553,EN,data analyst,80000,USD,80000,US,remote,US,M
3554,MI,data scientist,45760,USD,45760,PH,remote,US,S
3555,MI,bi data analyst,100000,USD,100000,US,remote,US,M
3556,SE,data scientist,45000,EUR,53192,FR,hybrid,FR,L
3558,EX,bi data analyst,150000,USD,150000,IN,remote,US,L
3559,EX,data engineer,70000,EUR,79833,ES,hybrid,ES,L
3563,SE,marketing data analyst,75000,EUR,88654,GR,remote,DK,L
3564,SE,lead data engineer,75000,GBP,103160,GB,remote,GB,S
3565,SE,data engineer,82500,GBP,113476,GB,remote,GB,M
3567,EN,data engineer,2250000,INR,30428,IN,remote,IN,L
3568,SE,data engineer,150000,USD,150000,US,remote,US,M
3569,SE,data engineer,115000,USD,115000,US,remote,US,S
3571,MI,data analyst,37456,GBP,51519,GB,hybrid,GB,L
3572,MI,data engineer,106000,USD,106000,US,remote,US,L
3573,MI,data engineer,88000,GBP,112872,GB,hybrid,GB,L
3574,MI,bi data analyst,11000000,HUF,36259,HU,hybrid,US,L
3575,SE,data engineer,150000,USD,150000,US,remote,US,L
3579,MI,data scientist,60000,GBP,76958,GB,remote,GB,S
3580,MI,cloud data engineer,120000,SGD,89294,SG,hybrid,SG,L
3581,EN,data scientist,2200000,INR,29751,IN,hybrid,IN,L
3582,SE,lead data engineer,276000,USD,276000,US,onsite,US,L
3583,SE,data engineer,188000,USD,188000,US,remote,US,L
3584,SE,cloud data engineer,160000,USD,160000,BR,remote,US,S
3585,MI,data scientist,105000,USD,105000,US,remote,US,L
3586,MI,data engineer,200000,USD,200000,US,remote,US,L
3587,SE,data engineer,174000,USD,174000,US,remote,US,L
3588,MI,data analyst,93000,USD,93000,US,remote,US,L
3589,EN,data scientist,2100000,INR,28399,IN,remote,IN,M
3591,EN,data scientist,90000,USD,90000,US,remote,US,S
3592,MI,data engineer,61500,EUR,70139,FR,hybrid,FR,L
3593,EN,data analyst,450000,INR,6072,IN,onsite,IN,S
3594,SE,data engineer,720000,MXN,33511,MX,onsite,MX,S
3595,SE,principal data analyst,170000,USD,170000,US,remote,US,M
3596,SE,data engineer,70000,GBP,96282,GB,hybrid,GB,L
3597,MI,data engineer,108000,TRY,12103,TR,onsite,TR,M
3598,EN,data scientist,31000,EUR,36643,FR,hybrid,FR,L
3599,MI,data engineer,52500,GBP,72212,GB,hybrid,GB,L
3600,EN,data analyst,91000,USD,91000,US,remote,US,L
3602,SE,data scientist,165000,USD,165000,US,remote,US,L
3603,MI,data analyst,80000,USD,80000,US,remote,US,L
3604,SE,data scientist,130000,CAD,103691,CA,remote,CA,L
3605,EN,data engineer,1600000,INR,21637,IN,hybrid,IN,M
3607,MI,lead data scientist,115000,USD,115000,AE,onsite,AE,L
3612,SE,data analyst,200000,USD,200000,US,remote,US,L
3613,SE,big data engineer,85000,GBP,109024,GB,hybrid,GB,M
3614,SE,data engineer,200000,USD,200000,US,remote,US,L
3616,MI,data engineer,110000,USD,110000,US,remote,US,L
3617,MI,data scientist,70000,EUR,79833,DE,onsite,DE,L
3618,EN,data engineer,72500,USD,72500,US,remote,US,L
3622,MI,data engineer,112000,USD,112000,US,remote,US,L
3624,SE,data scientist,180000,TRY,20171,TR,hybrid,TR,L
3626,EN,data scientist,58000,USD,58000,US,hybrid,US,L
3627,EN,data scientist,100000,USD,100000,US,remote,US,M
3628,SE,data scientist,65720,EUR,77684,FR,hybrid,FR,M
3632,EN,data analyst,72000,USD,72000,US,remote,US,L
3633,EN,data engineer,55000,EUR,65013,DE,hybrid,DE,M
3634,MI,data engineer,250000,TRY,28016,TR,remote,TR,M
3635,MI,data engineer,111775,USD,111775,US,onsite,US,M
3636,MI,data engineer,93150,USD,93150,US,onsite,US,M
3637,SE,lead data engineer,160000,USD,160000,PR,hybrid,US,S
3638,MI,data scientist,21600,EUR,25532,RS,remote,DE,S
3640,MI,data scientist,1250000,INR,16904,IN,remote,IN,S
3641,SE,data analyst,54000,EUR,63831,DE,hybrid,DE,L
3642,SE,lead data scientist,190000,USD,190000,US,remote,US,S
3644,EN,big data engineer,1200000,INR,16228,IN,remote,IN,L
3645,SE,data analyst,90000,CAD,71786,CA,remote,CA,M
3646,MI,data scientist,11000000,HUF,35735,HU,hybrid,HU,L
3647,SE,data scientist,135000,USD,135000,US,onsite,US,L
3651,EN,bi data analyst,9272,USD,9272,KE,remote,KE,S
3652,MI,data scientist,147000,USD,147000,US,hybrid,US,L
3655,MI,business data analyst,135000,USD,135000,US,remote,US,L
3657,SE,lead data engineer,125000,USD,125000,NZ,hybrid,NZ,S
3658,EN,data scientist,45000,EUR,51321,FR,onsite,FR,S
3659,MI,data scientist,3000000,INR,40481,IN,onsite,IN,L
3662,EN,data scientist,35000,EUR,39916,FR,onsite,FR,M
3663,MI,lead data analyst,87000,USD,87000,US,remote,US,L
3664,MI,data engineer,22000,EUR,26005,RO,onsite,US,L
3665,MI,data scientist,76760,EUR,90734,DE,hybrid,DE,L
3666,MI,big data engineer,1672000,INR,22611,IN,onsite,IN,L
3667,MI,data scientist,420000,INR,5679,IN,remote,US,S
3669,MI,data scientist,30400000,CLP,40038,CL,remote,CL,L
3671,MI,data scientist,52000,EUR,61467,DE,hybrid,AT,M
3673,MI,data scientist,32000,EUR,37825,ES,remote,ES,L
3674,MI,data analyst,85000,USD,85000,US,remote,US,L
3677,MI,data scientist,40900,GBP,56256,GB,hybrid,GB,L
3678,MI,data scientist,2500000,INR,33808,IN,onsite,IN,M
3679,MI,data scientist,85000,GBP,116914,GB,hybrid,GB,L
3681,MI,data analyst,8000,USD,8000,PK,hybrid,PK,L
3682,EN,data engineer,4450000,JPY,41689,JP,remote,JP,S
3683,SE,big data engineer,100000,EUR,114047,PL,remote,GB,S
3686,MI,lead data engineer,56000,USD,56000,PT,remote,US,M
3688,MI,data scientist,75000,EUR,88654,DE,hybrid,DE,L
3689,MI,product data analyst,450000,INR,6072,IN,remote,IN,L
3690,SE,data engineer,42000,EUR,47899,GR,hybrid,GR,L
3691,MI,bi data analyst,98000,USD,98000,US,onsite,US,M
3692,MI,data engineer,48000,GBP,66022,HK,hybrid,GB,S
3700,MI,data scientist,160000,USD,160000,US,remote,US,L
3703,MI,data scientist,69600,BRL,12901,BR,onsite,BR,S
3704,SE,data engineer,165000,USD,165000,US,onsite,US,M
3705,EN,big data engineer,435000,INR,5882,IN,onsite,CH,L
3706,MI,data scientist,37000,EUR,42197,FR,hybrid,FR,S
3707,SE,principal data engineer,185000,USD,185000,US,remote,US,L
3708,EN,data scientist,55000,EUR,62726,DE,hybrid,DE,S
3709,MI,data scientist,76760,EUR,90734,DE,hybrid,DE,L
3711,MI,data engineer,110000,USD,110000,US,remote,US,L
3713,SE,data scientist,120000,USD,120000,US,hybrid,US,L
3714,SE,data scientist,110000,CAD,87738,CA,remote,CA,S
3715,SE,finance data analyst,45000,GBP,61896,GB,hybrid,GB,L
3717,SE,data engineer,65000,EUR,76833,RO,hybrid,GB,S
3720,MI,big data engineer,18000,USD,18000,MD,onsite,MD,S
3722,MI,data scientist,130000,USD,130000,US,hybrid,US,L
3724,EN,business data analyst,50000,EUR,59102,LU,remote,LU,L
3725,SE,principal data scientist,147000,EUR,173762,DE,remote,DE,M
3726,SE,principal data scientist,130000,EUR,148261,DE,remote,DE,M
3727,MI,data scientist,34000,EUR,38776,ES,remote,ES,M
3728,MI,data scientist,39600,EUR,46809,ES,remote,ES,M
3730,SE,data scientist,80000,EUR,91237,AT,onsite,AT,S
3731,MI,data scientist,55000,EUR,62726,FR,hybrid,LU,S
3732,MI,data scientist,115000,USD,115000,US,hybrid,US,L
3733,SE,principal data scientist,235000,USD,235000,US,remote,US,L
3734,MI,lead data analyst,1450000,INR,19609,IN,remote,IN,L
3736,MI,data analyst,75000,USD,75000,US,onsite,US,L
3737,MI,data analyst,62000,USD,62000,US,onsite,US,L
3738,MI,data scientist,73000,USD,73000,US,onsite,US,L
3739,MI,data engineer,38400,EUR,45391,NL,remote,NL,L
3741,MI,data scientist,118000,USD,118000,US,remote,US,M
3742,MI,data scientist,138350,USD,138350,US,remote,US,M
3743,MI,data engineer,130800,USD,130800,ES,remote,US,M
3746,MI,data scientist,160000,SGD,119059,SG,remote,IL,M
3748,MI,data engineer,24000,EUR,28369,MT,hybrid,MT,L
3750,SE,data scientist,412000,USD,412000,US,remote,US,L
3751,MI,principal data scientist,151000,USD,151000,US,remote,US,L
3752,EN,data scientist,105000,USD,105000,US,remote,US,S
